PaperIsWhite	EditorIsWhite	JRelative
False	True	-0.3678971855693692
False	True	-0.4100373731980779
False	False	-0.24147662268324302
False	False	-0.49431774845549536
True	True	-0.08696260137797772
False	False	0.40467292095695734
True	True	-0.25921337875503253
False	False	-0.5156395168782905
False	False	0.5193861066235865
False	True	-0.3669224555735056
False	False	-0.2748384491114701
False	True	0.3874053407732165
False	False	-0.32321428571428573
True	True	-0.3033088235294118
False	False	-0.5222689075630252
False	False	-0.5023634453781513
False	False	0.1346113445378151
False	True	-0.2634978991596639
False	False	-0.3829306722689076
False	False	0.11470588235294114
False	False	0.21423319327731088
False	False	-0.34311974789915967
False	True	0.2938550420168067
False	False	-0.5454077657056324
False	True	-0.46585412470411813
True	True	0.28422306188158836
False	False	-0.57950218327771
True	True	0.10238616816384134
False	False	0.022832527162327015
True	True	0.14784539159327809
False	False	0.07965655644912296
False	False	0.14784539159327809
True	True	-0.5113133481335549
False	False	-0.22719320169957513
False	False	-0.6704206301365835
False	False	-0.5908669891350692
True	True	-0.12902662084231378
False	True	0.05347832563682413
False	True	0.007001340682258356
False	False	0.5961622328826864
False	True	0.503052769297863
True	True	2.246304941059135
False	False	-0.30714354974996877
False	True	0.06653183914892447
True	True	-0.06581152775276689
True	True	0.14438087850286055
True	True	-0.026887008075798843
True	False	0.10384873788271425
False	True	-0.03858335732795856
False	False	-0.12791544754284345
True	False	1.0945602197408493
True	True	-0.12012897832447599
True	False	0.03560040604287341
True	True	-0.23594649129362527
True	True	-0.6061579852028997
True	True	-0.27533069277333533
True	False	0.206790991676733
False	False	-0.4037032747009084
True	True	-0.1694438469048367
True	True	0.3842602551586055
True	True	-0.4959872917114821
True	True	0.029321728194860515
True	True	1.4490758360498406
True	True	-0.2830241755332351
True	True	-0.6143128086680563
True	True	-0.1112425591046514
True	True	-0.4885452462772051
False	True	-0.48016074211781495
True	True	-0.5556212795523257
True	True	0.8445909150658178
True	True	-0.08608904662648116
True	False	-0.3040861547706233
True	True	0.6349783110810658
True	False	-0.5136987587553753
True	True	-0.5472367753929356
True	True	0.6511812272078641
False	True	-0.3499286507055653
True	True	-0.32631195335276963
True	True	-0.33483965014577255
False	False	0.35010547699038985
True	True	-0.3879521837643566
True	True	-0.1359324947261505
True	True	-0.20793812016563795
False	True	3.104320650050785
False	False	0.07108367841237595
True	False	0.9621532932260333
False	True	0.07108367841237595
True	False	0.08715766373570974
True	True	-0.2313726071677466
True	False	0.038685665989531604
True	True	0.10793137705550038
True	False	-0.12750404056879344
True	False	0.2948947969336161
False	True	0.024836523776337847
True	True	-0.10791140237562614
True	True	1.7143892372160434
True	True	1.4551498156841742
True	True	-0.1536595355871325
False	True	0.8985475282775136
True	True	0.4410661961624501
True	True	-0.3053392805299691
True	True	-0.3834886114703476
False	True	0.10277389215867407
False	True	0.8234843886088311
True	True	0.10277389215867407
True	True	-0.3834886114703476
True	True	-0.11430758267571059
True	True	-0.3227057985167199
True	True	-0.31402253952334447
True	True	-0.044841510728707505
True	True	0.597719654781071
True	True	0.3980046979334372
True	True	0.07672411517854791
True	True	-0.25323972656971677
True	True	-0.17509039562933829
True	True	0.6671857267280742
True	True	0.5977653631284917
True	True	-0.40774487471526194
False	False	-0.41913439635535304
False	True	0.11617312072892942
False	False	-0.41913439635535304
False	False	-0.5558086560364465
False	False	-0.7380410022779044
False	False	-0.5444191343963554
False	True	-0.3635485491287045
True	True	0.06441018507785631
False	True	-0.7000404912943717
True	True	0.19983803482251322
True	True	-0.37508435686327435
False	False	0.12484815764610614
False	False	-0.13761641247131862
True	True	-0.5750573626670266
False	False	-0.7732321030086952
True	False	-0.48167337830558904
False	True	-0.060532998178880096
False	False	-0.049734526893579864
False	True	0.025854772103521734
False	True	0.13383948495652404
True	False	-0.019527426946917188
False	True	0.41949014307685123
False	False	-0.268304049960386
False	False	-0.35610756396513965
False	False	0.2146152770657593
False	True	0.10784120642601928
False	True	0.6497200573952678
False	False	-0.6869144416622119
True	True	-0.3136201221056185
False	False	-0.32566187434937954
True	True	0.6978870663703122
False	True	-0.2654531131305742
False	True	0.18122578687090501
False	False	0.7172442111652653
False	True	0.44923499901808517
False	True	-0.1562672950922107
False	False	0.05218431435559607
True	True	-0.4242765072393908
True	True	-0.6511152937407393
True	True	-0.11809699251131311
False	True	-0.14717071803291817
True	True	0.46337751792078813
False	False	-0.4766729406111089
True	False	-0.44759921508950384
False	True	-0.12778823435184813
False	True	-0.544511633494854
True	False	0.017580393256177176
True	True	-0.011493332265427885
False	True	-0.18210669487683234
True	True	-0.3264604810996563
True	True	-0.6471935853379153
True	True	-0.7987220447284344
True	True	0.21680092059838887
True	True	0.3599539700805523
True	True	0.6701189106252396
False	True	-0.18879938626774073
True	False	-0.27230533179900274
True	True	-0.16494054468738018
True	True	-0.5824702723436901
False	True	-0.7375527426160338
True	True	-0.10529344073647877
True	True	0.4196010740314537
False	True	-0.09336401994629848
True	True	-0.41159005449227953
True	True	-0.4676290969215862
True	True	-0.4606242166179229
True	True	-0.2714924484190127
True	True	-0.13252782345511305
True	True	0.5983086680761099
True	False	0.7406263011417177
False	True	0.5406394495211799
False	True	0.5036048473692285
True	True	-0.3481910021256546
False	True	0.10363114412815293
True	True	0.4887910065084479
True	True	-0.7007192452595199
True	True	0.041247625867920495
True	True	0.1594724375817035
True	True	1.2202663698373046
True	False	-0.5929511655298275
True	True	0.4555079535600108
True	True	-0.14889789156236657
False	False	0.22317357945068392
True	True	-0.0018185492018589586
True	True	0.16487289872898733
True	True	-0.49097990979909795
True	True	0.360649856498565
True	True	-0.08963714637146368
True	True	-0.3441471914719147
True	True	-0.4364377019244276
True	True	-0.7099311701081612
False	True	0.0037899296155928224
False	True	0.21819166215484564
False	False	-0.30214669051878357
True	False	-0.58029766079901
False	True	0.8361977340043312
True	True	-0.24584735924822113
False	True	0.8296398849543157
False	False	-0.5934133588990409
False	True	-0.44914067979870065
True	True	-0.34421509499845315
False	False	0.21975992330287716
True	True	-0.4163514345486233
True	True	-0.23928951019820566
True	True	-0.08845898204784987
True	True	-0.5737398117489946
True	True	0.9017762245044859
True	True	0.2853384138030318
False	False	-0.5212770193488708
True	True	-0.19994241589811285
True	False	1.1772058846051356
False	True	0.8099663378042693
False	False	0.29845411190306276
True	True	-0.04255403869774159
True	True	1.982986870997005
True	True	-0.6911553997200071
True	True	-0.21658930660684722
True	False	-0.0659334040312409
True	True	-0.49530272637171885
True	False	-0.4576387507278173
True	True	0.7852724455209348
False	True	-0.48776993124293855
False	True	-0.5028355215004991
True	False	-0.013203838129778695
True	True	-0.043335018644899956
False	False	-0.42750757021269603
True	False	-0.38231079944001417
True	True	2.5630120959130895
True	False	0.2805751718926536
True	False	0.4688950501121615
True	True	1.7645358122623758
True	True	-0.450105955599037
False	False	-0.08853178941758184
True	True	0.5592885916575253
True	True	-0.23918769199318815
True	False	-0.12619576506148342
True	True	-0.07346619916002121
False	True	-0.3973763896975748
True	True	0.4538294598546008
False	True	-0.5480322922731811
True	True	-0.3672452091824535
False	False	0.05459131802924414
False	False	0.09978808880192604
True	True	-0.12619576506148342
True	True	0.29564076215021423
True	True	-0.23165489686440785
True	True	3.941513604479887
True	True	-0.3145156432809913
False	True	-0.14126135531904405
True	True	-0.5028355215004991
True	True	0.08472249854436541
False	True	0.05459131802924414
True	True	0.30317355727899453
False	False	-0.4049091848263551
False	True	0.5366902062711844
True	True	0.09225529367314572
True	True	-0.005671043000998381
True	True	1.9603884856106641
False	False	0.4312310744682599
False	False	-0.3672452091824535
True	True	-0.5254339068868401
True	True	0.36343591830923705
False	True	-0.3597124140536732
True	True	-0.10436571428571433
False	True	0.9429485714285714
True	True	-0.40050285714285716
True	True	0.01119999999999995
True	True	-0.44384
True	True	1.4991085714285712
True	True	0.2062171428571428
True	True	-0.34272
True	True	-0.2560457142857143
True	True	-0.44384
True	True	-0.6677485714285715
True	True	0.27844571428571424
True	True	-0.04658285714285719
False	True	0.40123428571428565
True	True	-0.5016228571428571
False	False	-0.42939428571428573
True	True	-0.1838171428571429
False	False	-0.2993828571428572
True	True	-0.22715428571428575
True	True	-0.7255314285714286
True	True	0.14121142857142852
True	True	0.003977142857142808
False	True	0.14843428571428566
True	True	-0.5594057142857143
True	True	-0.1838171428571429
True	True	-0.2704914285714286
False	True	-0.36438857142857145
False	False	-0.15492571428571433
False	True	0.23510857142857136
True	True	0.8057142857142856
True	True	-0.1477028571428572
True	True	-0.39328
False	True	0.2062171428571428
True	True	0.2423314285714285
True	True	0.2928914285714285
True	True	0.6106971428571428
True	True	-0.5160685714285714
True	True	0.3186965356345484
False	False	-0.058073903118179705
False	True	-0.05134585956902384
True	True	-0.5492210822065574
True	True	0.816571758272082
True	True	0.07648696786493749
True	True	-0.39447608057597267
True	False	-0.37429194992850506
True	True	-0.42811629832175196
False	False	-0.21954694829792032
False	True	-0.1589945563555176
True	True	0.042846750119158186
True	False	-0.25991520959285547
True	False	-0.010977598274088689
True	True	-0.4348443418709078
True	True	-0.39447608057597267
True	True	0.07648696786493749
True	True	0.6550987130923414
True	True	-0.8116147806236359
True	True	-0.17917868700298517
True	True	0.4196171888718863
True	True	-0.13881042570805002
False	False	0.11685522915987263
True	False	0.24468805659383397
False	True	0.5407219727566918
True	True	-0.6568697789930512
True	True	-0.29355542733863477
True	True	1.0722374131400048
False	True	-0.6299576047964277
True	True	0.5945463211499387
True	True	-0.13208238215889415
False	True	0.10339914206156092
False	True	0.3186965356345484
True	True	0.480169580814289
True	True	-0.058073903118179705
True	True	-0.3675639063793492
True	True	-0.39447608057597267
False	True	-0.2868273837894789
True	True	-0.40793216767428436
True	True	-0.058073903118179705
True	True	-0.06480194666733556
False	True	-0.38101999347766097
True	True	0.15088494482979936
True	True	0.22917643767536394
True	True	-0.24057251939802354
False	False	-0.5850550879185077
True	True	0.1430557955452429
False	True	0.32312622909004146
True	True	-0.4911052965038302
True	True	-0.30320571367447524
True	True	0.28398048266725917
False	True	-0.5928842372030642
True	True	-0.31103486295903165
True	True	-0.538080192211169
True	True	-0.14662272798334605
True	True	-0.013527190145886266
False	True	-0.4206429529428221
False	False	-0.4284721022273785
True	True	-0.1387935786987896
True	True	1.1216994561148002
True	True	-0.34235146009725753
True	True	-0.4049846543737092
False	True	-0.07616038442233793
True	True	0.4797092147811706
True	True	0.03344770556145248
True	True	-0.4676178486501608
True	True	-0.4911052965038302
True	True	-0.15445187726790252
True	True	0.07259345198423478
True	False	0.009960257707783108
True	True	0.025618556276896024
True	True	-0.0056980408613298075
True	True	0.4562217669275012
True	False	-0.1387935786987896
True	True	-0.17011017583701543
True	True	-0.0996478322760073
True	True	0.009960257707783108
True	True	-0.17011017583701543
False	True	-0.5537384907802819
True	True	0.5814881554804046
True	False	-0.09979803036449483
False	False	-0.485598874493997
False	True	-0.3686895277880873
True	True	-0.5440535478469519
False	False	0.4262940298120991
False	False	-0.7661813065881805
False	False	0.9173132859769201
True	True	0.508130572506236
True	False	0.6250399192121456
True	True	-0.6843447638940436
False	False	-0.19332550772922263
False	False	0.07556598969436981
True	False	-0.52067167850577
False	True	0.19247533640027956
True	True	0.8237858086121923
True	True	0.34445748711796226
False	True	-0.05303429168213093
False	False	-0.33361672377631435
True	True	0.940695155318102
False	True	0.23923907508264347
False	False	-0.6375810252116797
False	True	-0.7778722412587714
True	True	1.7473696475888796
True	True	-0.5517260874973144
False	True	-0.07807817994730715
True	True	0.5308977011884166
True	False	0.006501803543765595
True	True	1.0468356004839603
True	False	0.09108178703483834
True	True	-0.17111616178748715
True	True	-0.6870540610830309
True	True	0.03187579859108742
True	True	-0.5094360957517781
True	True	-0.5517260874973144
False	True	-0.34027612876963265
True	True	-0.39948211721338356
True	True	-0.6955120594321381
True	False	-0.72088605447946
True	True	-0.5348100907990999
True	True	-0.5178940941008854
False	True	0.11645578208216016
True	True	-0.3487341271187399
True	True	-0.29798613702409626
True	True	0.1672037721768038
False	True	-0.2303221502312381
False	True	0.6915996698214548
True	True	0.3363637391589493
False	False	0.2264097606205547
True	False	0.6493096780759184
True	True	-0.2556961452785599
True	True	-0.5601840858464218
True	True	0.11645578208216016
True	True	-0.8054660379705327
True	False	-0.5940160792428508
True	True	-0.4925200990535636
True	True	-0.3149021337223108
True	True	-0.32336013207141806
True	True	-0.018872191503556228
True	True	-0.061162183249092596
True	True	-0.13728416839105806
True	True	0.6831416714723475
False	True	-0.3741081221660617
True	True	-0.11191017334373624
False	True	-0.3571921254678472
True	True	-0.3741081221660617
True	True	-0.052704184899985324
True	True	-0.25624627068077027
True	True	-0.20713045836723626
True	True	-0.4456929753186873
True	True	0.23491185245457008
True	True	0.09458096013018712
True	True	0.19982912937347433
True	True	0.031432058584214786
True	True	0.024415513967995635
True	True	-0.43867643070246815
True	True	-0.480775698399783
False	True	0.9435828586927041
True	True	1.1470626525630594
True	True	-0.024700298345538402
True	False	1.034797938703553
True	True	-0.4597260645511256
True	False	0.3191103878491999
True	False	0.89446704637917
True	True	-0.13696501220504478
False	False	-0.3123786276105235
False	False	0.1787794955248169
True	True	-0.29132899376186605
True	True	-0.1299484675888256
False	True	-0.1860808245185788
True	True	-0.31939517222674263
False	False	0.8313181448331977
True	True	0.7396561229853961
True	True	-0.15059043760337468
True	True	-0.452784224225251
True	True	-0.6324670162706909
True	True	-0.6406344159091201
True	True	-0.011744643750080143
True	True	-0.2812688318182401
True	True	-0.2976036310950983
True	True	-0.31393843037195646
True	True	-0.2159296347108074
True	True	-0.5017886220558255
True	True	-0.7304758119318401
True	True	-0.21297728083739742
True	True	0.16065976765393913
True	True	0.8761349668926688
True	True	0.6614924071210498
True	True	0.2878553586297133
True	True	-0.3163236985052139
True	True	-0.16527893422148213
True	True	1.6154593394393562
True	True	-0.4991673605328893
True	False	-0.30837397406922806
True	True	1.1382341473788677
True	True	-0.5344167582320207
True	True	0.18982384007372483
True	True	0.0777389855740261
False	True	-0.5430386701166129
True	True	0.3881278134193456
True	True	-0.18954028284833238
True	True	1.5865735653776627
True	True	-0.09469925211781807
True	True	-0.49992911069365187
False	True	0.060495161804841685
True	True	0.9140644383794704
True	True	-0.03434586892567262
False	False	1.1123684117250912
True	True	0.2760429589196469
True	True	-0.24127175415588561
True	True	-0.1291868996561869
True	True	-0.5689044057703896
True	True	-0.23264984227129343
True	True	0.6866382552018048
True	True	-0.1276009024818251
True	True	-0.3384306843820507
True	True	-0.5760303173851256
True	True	-0.3943290248358936
False	True	0.029640657778980898
True	True	-0.5494265428727472
True	True	0.5073730202075369
True	False	0.5145445358741157
False	False	-0.8332611520138589
False	False	-0.5970477840334921
True	True	0.26443626389490393
True	True	-0.3330446080554353
False	True	1.0286559838313842
True	True	-0.3330446080554353
False	True	-0.3330446080554353
False	True	-0.06904143207737842
False	True	-0.135902201887332
False	True	0.028167000285959372
True	False	-0.46022727272727276
False	True	0.0795454545454545
True	False	-0.24431818181818185
True	True	-0.08238636363636367
True	False	-0.5681818181818182
False	False	-0.08238636363636367
False	True	0.5257595772787317
False	True	0.37318361955085855
False	False	-0.42434210526315785
False	False	1.0422149122807018
False	True	-0.46546052631578944
False	True	-0.1484366181284569
False	False	0.7135116830342025
True	True	-0.5119087933175301
True	False	-0.30833538234570934
False	True	-0.4275879026309318
False	True	0.6218342758790264
False	False	-0.2069114470842333
False	True	0.29300204508591704
False	False	-0.1545755859053619
False	False	-0.6270186408406009
False	False	-0.46953762252885456
True	True	0.48363696198961
False	True	-0.5109799957687878
False	True	-0.1545755859053619
True	False	-0.4612491478808679
True	False	-0.0634023647775088
True	False	-0.5855762676006676
True	False	-0.3783644014010014
True	False	-0.16286406055334857
True	True	-0.13799863660938863
False	False	-0.3783644014010014
True	False	-0.41980677464093463
True	True	0.045035735813312744
False	False	0.21071213295444768
False	False	-0.4265047791268406
False	False	-0.6176698527512271
False	False	0.019547059330061213
False	False	-0.09515198484457067
False	False	0.15973477998794464
True	False	0.12150176526306733
True	False	-0.4647377938517179
False	False	-0.4608864804779769
False	False	-0.6360983743226344
False	False	-0.5147978324301792
False	True	-0.4743643184660275
False	True	-0.4204529665138252
True	True	-0.2317632346811171
False	False	2.6524940947617064
True	True	-0.16846927276186574
False	True	1.6245188578453613
False	False	-0.4543079602499744
False	True	-0.15980749435313518
True	False	0.4898258863016572
False	True	0.53313477834531
False	True	0.3165903181270459
True	True	-0.4716315170674355
True	True	0.3165903181270459
False	True	2.074931335099351
False	False	-0.5236021875198189
False	True	-0.43698440343251327
False	True	0.2681236870231821
True	True	-0.5726974532856669
False	True	-0.36593815648840894
True	True	0.4748829838204401
False	False	0.4059632182213541
True	True	0.43353112446098846
True	True	-0.03512328161279621
True	True	2.2116610769174065
False	True	-0.36593815648840894
True	True	0.15785206206464455
False	False	0.04764813683567497
False	False	0.3333703559726772
False	False	-0.6326428611095685
True	True	-0.21113741917858117
True	False	-0.44904835625170747
False	False	-0.2862671887806211
True	True	-0.20779093667417053
True	True	0.3342468434961338
True	True	0.31339923656650676
True	True	-0.45402040005298716
True	True	0.9011789641012053
True	True	0.2089548284540998
True	True	-0.13228242151278322
True	True	-0.23952841435951785
False	False	-0.37602331434627106
False	True	1.2731244350708046
False	False	-0.6905694486291052
True	True	3.058300692979813
True	False	-0.36591967519802565
True	True	-0.3306929904868049
True	False	0.33861401902639027
True	False	-0.048879512797038505
False	False	0.33861401902639027
False	False	-0.37766190343509926
True	True	-0.42463081638339367
False	False	0.22119173665565428
True	False	-0.590964590964591
False	False	2.41184017595308
False	True	-0.42467008797653955
True	True	0.053114754098360736
True	True	0.18167102477898148
True	False	0.34777694046721935
False	True	-0.2521110688474706
False	True	0.2575123621148725
True	True	-0.47052111068847474
False	False	-0.11916032105371471
True	True	-0.38258901008437946
True	True	0.11012956419316845
False	True	-0.0025650632619535645
True	False	0.056806063924834914
False	True	-0.34691760094532675
False	False	-0.5487794333804076
False	False	1.705101473951532
True	True	-0.37574581370349264
True	False	-0.3666986515832534
True	True	-0.5838305424689951
False	True	0.07661229230846926
False	True	0.12184810290966545
False	True	2.229836876925408
False	False	-0.3486043273427749
False	False	-0.5747833803487559
True	True	0.013282157466794599
False	True	-0.2309912197796648
False	False	-0.5838305424689951
False	False	-0.4933589212666027
False	True	-0.12854915836121278
False	False	0.8074535974730401
True	True	0.42014211230024584
True	True	-0.43517075078967493
True	True	-0.34641186877090957
False	True	-0.16082511545894562
False	False	0.6541428012588091
False	True	-0.26572197602657743
False	False	-0.22537702965441136
True	False	-0.20923905110554492
False	False	-0.22537702965441136
False	False	-0.26572197602657743
False	True	-0.5642745791806064
False	True	-0.16889410473337885
True	True	-0.17696309400781207
True	True	1.436834760878831
True	False	-0.0768878369092159
True	True	-0.4563895039576494
False	True	-0.5794711257030872
False	True	-0.6922959456364053
False	True	-0.5384439184546079
False	True	0.8667379298058079
True	True	0.4154386500725356
False	False	-0.17945585503041414
True	True	0.30261383013921755
True	True	0.856481127993688
False	False	-0.5692143238909674
True	False	-0.005090224224377141
True	True	-0.3538214858364511
False	True	-0.005090224224377141
False	False	-0.4974167112061287
False	False	-0.712809549260645
True	False	-0.22048306227889344
True	False	-0.495297507083502
False	True	-0.5275125598228529
False	True	-0.6778494726064906
True	True	0.22417200409533558
False	True	-0.0872401723850568
True	True	-0.3020071906473964
False	True	-0.022810066906354922
True	True	-0.1838853306031096
False	True	0.02318680055589797
False	True	-0.10471154951358928
True	False	0.5774129841903427
False	False	-0.6305158775770369
False	False	-0.44577381636555524
False	False	0.13687422283988662
False	False	-0.4173519607945581
False	False	-0.6163049497915383
False	False	-0.005235055015099196
False	False	-0.3605082496525638
True	False	-0.18997711622658078
False	False	-0.4173519607945581
True	False	0.06581958391239372
True	False	-0.35517195414556113
False	True	-0.49846707544654756
True	True	-0.18321780858437745
False	True	-0.18321780858437745
False	True	-0.3121834177552652
True	True	-0.14022927219408152
False	True	0.046054385497200825
False	True	0.4042921887496669
True	True	-0.441149026926153
False	False	-0.22620634497467337
False	False	-0.15455878432418016
False	True	0.14064791361151854
True	False	-0.06372588586649448
True	True	-0.24085882637823877
True	True	-0.15650980708693196
False	False	-0.392687061102591
False	True	-0.2661635321656308
False	False	-0.45173137460650575
True	False	0.8641133263378804
False	False	-0.0974654935830172
False	False	-0.4179917668899831
False	True	-0.6710388247639034
False	False	-0.021551376220841082
True	True	-0.5445152958269432
True	True	-0.4939058842521592
True	True	-0.6457341189765115
True	True	-0.1396400032286706
False	False	-0.4939058842521592
False	False	0.33271450480264747
False	False	-0.40955686496085236
True	True	-0.6457341189765115
False	True	-0.4686011784647671
True	True	-0.24085882637823877
True	False	-0.29146823795302285
False	False	-0.3505125514569376
False	False	-0.42642666881911373
False	False	-0.6035596093308581
False	False	0.13027685850351117
True	True	0.42549842602308496
False	False	0.35801921059003955
True	True	0.01218823149568164
True	True	0.0037533295665509595
False	True	-0.02423882174228911
False	False	-0.6272373026880655
True	False	-0.320256257842943
True	False	-0.28210116731517504
False	True	0.0684931506849315
True	True	0.35214168039538707
False	True	0.019695613249776225
True	True	-0.18733875769001784
False	True	0.1983666706119068
False	True	0.030595336726239847
True	True	0.4400361591000401
True	True	0.042989152269987896
True	True	-0.06458463460337285
True	True	0.04048375525263918
True	False	-0.42195346930408933
True	False	-0.52264
False	False	-0.054460000000000015
False	False	-0.55018
True	True	0.05003099265031445
False	True	0.18639865403347217
False	False	0.6430601341366375
False	False	0.15161143894689066
False	False	-0.3656377666817975
False	True	0.5029505220154336
False	False	0.09864145401138245
False	True	-0.6823205434183954
False	True	0.29719809127615315
False	False	-0.445552428728741
False	True	0.32858191606509235
True	True	-0.445552428728741
True	True	-0.2869423447458129
True	False	1.1190946649901203
False	False	-0.7565295491287947
False	True	-0.2605712232800431
False	False	0.15423028561164
True	True	0.29187562688064206
True	True	-0.3961885656970912
False	True	-0.29040009356426694
True	True	-0.015430129820420387
False	True	0.23292983743208617
False	False	-0.2815300947338203
False	True	-0.006560130989973724
False	True	-0.2549200982424803
False	False	-0.6097200514603468
False	True	0.4369398105323594
True	True	0.1087498538058329
False	False	0.8715697532242459
False	True	-0.23718010058158698
True	True	-0.2549200982424803
False	False	0.18857984327985286
True	True	-0.03317012748131371
True	True	0.08213985731449291
False	False	-0.3436200865469469
False	False	0.020049865501366268
False	False	-0.02430012865086705
False	True	0.037789863162259595
False	True	0.24179983626253285
False	False	-0.36136008420784027
False	True	-0.35249008537739357
False	False	-0.36136008420784027
False	False	-0.2549200982424803
False	False	0.046659861992706254
False	True	0.7385197707675459
False	True	-0.26379009707292694
False	False	-0.2017001052598003
False	True	-0.3081400912251603
True	False	0.06439985965359958
False	False	-0.13961011344667368
False	False	-0.16622010993801367
False	True	-0.3702300830382869
False	False	-0.40571007836007356
False	False	0.8538297555633526
False	False	-0.09694501436894805
True	True	-0.1528040856450956
False	False	-0.0038465622420354763
False	True	0.06132235424680332
False	False	0.6106032217955875
False	True	0.6571524478590438
True	True	-0.06901547873087428
False	True	-0.2179730021339344
False	True	-0.43209944202583334
False	False	-0.6089865010669672
False	False	0.7409410547732651
False	True	-0.42278959681314204
True	True	1.383320374448962
False	True	-0.14349424043240433
False	False	-0.14349424043240433
False	True	-0.0038465622420354763
True	True	0.5547441505194399
False	False	-0.5345077393654372
False	False	-0.05039578830549176
False	True	-0.0038465622420354763
False	True	-0.5251978941527459
False	True	0.7316312095605738
False	False	-0.38555021596237704
False	False	1.0295462563666942
True	True	-0.3017616090481557
True	True	-0.48795851330198087
False	True	-0.1528040856450956
False	True	0.07063219945949459
True	True	-0.4786486680892896
False	True	2.03500953933735
False	False	-0.6182963462796585
False	True	-0.5438175845781283
False	True	-0.5470457304734925
False	True	-0.057365439093484405
True	True	0.01608660461351681
False	True	0.37110481586402266
False	True	0.10178065560501823
True	False	-0.11857547551598542
False	False	-0.5225617159044921
False	True	0.37110481586402266
True	True	-0.7184338324564954
True	True	-0.0818494536624848
False	True	-0.4980777013354917
False	True	-0.31444759206798867
True	True	-0.46406278913376087
False	False	0.2108211060311328
False	False	-0.21594371002902055
False	False	0.5184887641210109
True	False	-0.29534181534253745
True	False	0.30014397450883934
False	False	0.15127252704599514
False	False	-0.03729797307360752
True	True	0.5482630536135796
True	True	0.3795420798223562
False	False	-0.1563951310438829
True	True	-0.08692178889455558
True	True	-0.22586847319321016
False	True	0.359692553493977
False	True	-0.6030094734324155
False	False	-0.27549228901415823
False	True	0.04210013223990939
False	True	-0.1563951310438829
False	False	-0.4739875522979505
False	True	-0.07699702573036597
False	True	0.008536265111077735
False	True	0.5733165735732813
False	False	0.018621627762188512
True	True	-0.5965854939555689
False	True	-0.40496360358446415
False	False	-0.2435978011666917
True	False	-0.5965854939555689
False	True	-0.22342707586447014
False	True	0.5329751229688382
True	True	0.3716093205510657
False	False	-0.4352196915377965
True	True	0.018621627762188512
True	False	-0.07214663609780848
False	True	-0.4957318674444611
True	True	-0.08223199874891926
False	False	-0.13265881200447316
False	True	0.30101178199329026
False	False	-0.8386341975822276
False	False	-0.13265881200447316
False	False	0.3514385952488442
False	False	-0.22342707586447014
False	False	-0.12257344935336237
False	True	-0.4755611421422396
True	True	-0.5663294060022366
False	False	-0.6570976698622336
True	True	-0.3948782409333534
False	False	-0.8588049228844491
False	True	-0.40496360358446415
False	True	0.39396991906631007
False	True	-0.14654902914307547
False	True	-0.08965229775261384
False	False	-0.27456667477161417
True	False	0.6642293931710028
False	False	0.948713050123311
False	False	0.877592135885234
False	False	-0.6870679773524611
False	False	0.8349195873423877
True	True	-0.2603424919239987
False	True	-0.17499739483830629
